order_id,order_date,ship_mode,product_id
CA-2020-100426,2020-06-04,Standard Class,OFF-PA-10002870
CA-2019-119186,2019-05-26,First Class,OFF-PA-10004621
CA-2019-119186,2019-05-26,First Class,OFF-PA-10004040
CA-2020-122154,2020-04-09,First Class,OFF-PA-10000994
CA-2019-163384,2019-11-10,First Class,OFF-PA-10003172
CA-2018-101707,2018-08-27,Standard Class,OFF-PA-10002968
CA-2019-141397,2019-06-20,First Class,OFF-PA-10002986
CA-2019-145919,2019-12-18,Standard Class,OFF-PA-10003072
CA-2020-162635,2020-10-09,First Class,OFF-PA-10002659
CA-2019-128258,2019-03-30,First Class,OFF-PA-10004156
CA-2020-100524,2020-03-31,Second Class,OFF-PA-10004911
CA-2017-118339,2017-03-17,Standard Class,OFF-PA-10000466
CA-2020-162978,2020-05-04,Standard Class,OFF-PA-10002250
CA-2019-145247,2019-05-05,First Class,OFF-PA-10003641
CA-2020-125199,2020-10-19,Standard Class,OFF-PA-10004041
CA-2017-126361,2017-08-04,Second Class,OFF-PA-10000806
US-2019-108504,2019-02-05,First Class,OFF-PA-10001289
US-2019-108504,2019-02-05,First Class,OFF-PA-10000357
US-2019-108504,2019-02-05,First Class,OFF-PA-10003892
CA-2019-124485,2019-11-24,First Class,OFF-PA-10004971
CA-2019-124485,2019-11-24,First Class,OFF-PA-10004888
US-2019-161396,2019-04-19,Standard Class,OFF-PA-10000418
CA-2018-124800,2018-09-26,Standard Class,OFF-PA-10000501
US-2019-153129,2019-12-26,Standard Class,OFF-PA-10003673
CA-2020-106852,2020-06-20,Standard Class,OFF-PA-10001639
CA-2020-122735,2020-04-12,Second Class,OFF-PA-10001712
CA-2020-117695,2020-08-05,First Class,OFF-PA-10002713
CA-2019-133711,2019-11-26,First Class,OFF-PA-10001685
CA-2020-139199,2020-12-09,Standard Class,OFF-PA-10001293
US-2019-108455,2019-12-02,Standard Class,OFF-PA-10002262
US-2019-108455,2019-12-02,Standard Class,OFF-PA-10002464
CA-2020-101210,2020-08-25,Second Class,OFF-PA-10000130
CA-2020-166436,2020-11-24,Standard Class,OFF-PA-10001838
CA-2020-130386,2020-11-12,Standard Class,OFF-PA-10002749
CA-2020-130386,2020-11-12,Standard Class,OFF-PA-10003823
CA-2018-144806,2018-12-06,Standard Class,OFF-PA-10002586
CA-2018-144806,2018-12-06,Standard Class,OFF-PA-10003039
CA-2018-148432,2018-11-07,Second Class,OFF-PA-10001274
CA-2018-103793,2018-03-26,Standard Class,OFF-PA-10001125
CA-2017-107181,2017-02-04,Standard Class,OFF-PA-10000350
CA-2018-111395,2018-11-23,Standard Class,OFF-PA-10000994
CA-2019-159345,2019-06-17,Standard Class,OFF-PA-10000806
CA-2018-158554,2018-11-09,First Class,OFF-PA-10004000
US-2020-152002,2020-06-11,First Class,OFF-PA-10000357
CA-2019-154403,2019-05-23,Standard Class,OFF-PA-10001526
CA-2018-131338,2018-08-09,First Class,OFF-PA-10001357
CA-2017-117317,2017-10-19,First Class,OFF-PA-10004519
CA-2020-158876,2020-11-19,Second Class,OFF-PA-10000308
US-2019-115819,2019-04-19,Second Class,OFF-PA-10002377
US-2019-118780,2019-09-10,Second Class,OFF-PA-10000575
CA-2019-106530,2019-05-08,First Class,OFF-PA-10002986
CA-2019-106530,2019-05-08,First Class,OFF-PA-10004451
CA-2017-168984,2017-11-26,Standard Class,OFF-PA-10001166
CA-2019-157266,2019-05-26,Standard Class,OFF-PA-10002689
CA-2019-157266,2019-05-26,Standard Class,OFF-PA-10004675
CA-2018-111829,2018-03-19,First Class,OFF-PA-10004359
CA-2017-135699,2017-08-29,First Class,OFF-PA-10004475
CA-2017-135699,2017-08-29,First Class,OFF-PA-10003001
CA-2019-128531,2019-11-24,Second Class,OFF-PA-10000167
CA-2019-122728,2019-05-18,Standard Class,OFF-PA-10004040
US-2019-101497,2019-09-29,Second Class,OFF-PA-10000176
CA-2020-143798,2020-12-10,First Class,OFF-PA-10000788
CA-2020-129833,2020-12-09,Standard Class,OFF-PA-10000575
CA-2018-114069,2018-07-13,Second Class,OFF-PA-10000349
CA-2020-123491,2020-10-30,Standard Class,OFF-PA-10003424
CA-2018-145401,2018-01-30,Standard Class,OFF-PA-10004405
CA-2017-125136,2017-09-28,Standard Class,OFF-PA-10001457
CA-2017-125136,2017-09-28,Standard Class,OFF-PA-10001804
CA-2020-152807,2020-10-30,Standard Class,OFF-PA-10004355
CA-2019-155670,2019-08-13,Second Class,OFF-PA-10004947
US-2017-157406,2017-04-25,Standard Class,OFF-PA-10003543
CA-2020-116715,2020-12-02,First Class,OFF-PA-10004475
CA-2020-116715,2020-12-02,First Class,OFF-PA-10003893
CA-2018-135622,2018-12-08,Second Class,OFF-PA-10000100
CA-2018-105347,2018-11-24,Standard Class,OFF-PA-10000675
CA-2018-111094,2018-07-09,Standard Class,OFF-PA-10001609
CA-2020-166317,2020-09-22,Standard Class,OFF-PA-10004475
CA-2017-102008,2017-09-30,Standard Class,OFF-PA-10004092
CA-2019-121034,2019-08-08,Second Class,OFF-PA-10001994
US-2019-116729,2019-12-25,First Class,OFF-PA-10002005
CA-2019-165484,2019-10-23,Standard Class,OFF-PA-10000595
CA-2019-168956,2019-02-16,Standard Class,OFF-PA-10000809
US-2018-140851,2018-07-13,Second Class,OFF-PA-10000019
CA-2020-162691,2020-08-01,Standard Class,OFF-PA-10003729
CA-2017-117345,2017-08-01,Standard Class,OFF-PA-10002377
US-2020-158512,2020-01-12,Second Class,OFF-PA-10001804
CA-2018-160472,2018-07-20,Second Class,OFF-PA-10000528
CA-2018-160472,2018-07-20,Second Class,OFF-PA-10003129
CA-2018-127110,2018-06-25,Standard Class,OFF-PA-10003309
CA-2019-148201,2019-08-26,Second Class,OFF-PA-10000019
CA-2017-147914,2017-06-04,Standard Class,OFF-PA-10001685
CA-2019-118570,2019-11-13,Standard Class,OFF-PA-10001289
CA-2017-157623,2017-03-14,Standard Class,OFF-PA-10001204
CA-2019-100083,2019-11-24,Standard Class,OFF-PA-10000241
CA-2020-167094,2020-10-21,First Class,OFF-PA-10003953
CA-2020-121503,2020-07-03,Second Class,OFF-PA-10001878
CA-2020-126865,2020-12-05,Second Class,OFF-PA-10003039
CA-2020-121538,2020-11-28,First Class,OFF-PA-10004071
US-2020-101539,2020-03-16,Second Class,OFF-PA-10001972
CA-2020-101245,2020-11-27,Standard Class,OFF-PA-10003129
CA-2019-108581,2019-06-20,Standard Class,OFF-PA-10000809
CA-2020-157987,2020-09-02,Standard Class,OFF-PA-10003893
CA-2020-110905,2020-09-10,Second Class,OFF-PA-10002586
CA-2020-165841,2020-12-21,Standard Class,OFF-PA-10001144
CA-2017-164721,2017-11-25,Second Class,OFF-PA-10000575
CA-2018-127509,2018-11-09,Standard Class,OFF-PA-10002160
CA-2017-116407,2017-11-15,Standard Class,OFF-PA-10002137
CA-2019-145905,2019-09-18,Standard Class,OFF-PA-10000533
CA-2018-113110,2018-03-19,Standard Class,OFF-PA-10002749
CA-2019-168354,2019-09-19,First Class,OFF-PA-10002377
CA-2018-117961,2018-11-26,Standard Class,OFF-PA-10001274
CA-2019-128923,2019-12-09,Standard Class,OFF-PA-10002250
CA-2018-119214,2018-01-23,Standard Class,OFF-PA-10002893
CA-2018-122287,2018-06-18,Standard Class,OFF-PA-10001661
CA-2017-129168,2017-08-17,Standard Class,OFF-PA-10001639
CA-2019-131835,2019-07-17,Standard Class,OFF-PA-10004071
CA-2017-106439,2017-10-31,Standard Class,OFF-PA-10000477
CA-2020-140676,2020-09-12,First Class,OFF-PA-10004082
CA-2020-140676,2020-09-12,First Class,OFF-PA-10004243
CA-2018-120103,2018-12-24,Standard Class,OFF-PA-10001295
CA-2020-104647,2020-02-23,Standard Class,OFF-PA-10002870
CA-2019-140501,2019-06-23,Standard Class,OFF-PA-10003129
CA-2020-167101,2020-03-24,Second Class,OFF-PA-10000357
US-2017-167633,2017-09-30,Standard Class,OFF-PA-10004888
CA-2018-164882,2018-10-31,First Class,OFF-PA-10000157
CA-2019-130267,2019-09-19,Standard Class,OFF-PA-10002222
CA-2020-155460,2020-04-13,First Class,OFF-PA-10002479
CA-2018-134859,2018-10-04,Standard Class,OFF-PA-10001293
CA-2018-156524,2018-11-20,Standard Class,OFF-PA-10003883
US-2020-157896,2020-11-16,First Class,OFF-PA-10004092
CA-2019-155481,2019-09-01,Standard Class,OFF-PA-10004675
CA-2018-123505,2018-11-22,Standard Class,OFF-PA-10002586
CA-2020-166296,2020-03-13,Standard Class,OFF-PA-10004359
CA-2019-154018,2019-10-13,Standard Class,OFF-PA-10000551
CA-2019-125738,2019-10-15,Standard Class,OFF-PA-10000740
CA-2019-125738,2019-10-15,Standard Class,OFF-PA-10003001
CA-2019-125738,2019-10-15,Standard Class,OFF-PA-10001509
CA-2019-128412,2019-12-10,Standard Class,OFF-PA-10001125
CA-2018-135363,2018-03-28,Standard Class,OFF-PA-10003177
CA-2018-135363,2018-03-28,Standard Class,OFF-PA-10000533
CA-2020-121909,2020-07-31,Standard Class,OFF-PA-10003790
CA-2018-116092,2018-02-15,Second Class,OFF-PA-10004285
CA-2018-116092,2018-02-15,Second Class,OFF-PA-10000477
CA-2019-117849,2019-04-15,Second Class,OFF-PA-10004327
CA-2020-105214,2020-06-16,First Class,OFF-PA-10001776
CA-2019-131065,2019-11-14,Second Class,OFF-PA-10002479
CA-2020-149146,2020-10-12,First Class,OFF-PA-10003919
CA-2020-137470,2020-09-17,First Class,OFF-PA-10002001
CA-2020-105480,2020-12-20,Standard Class,OFF-PA-10002787
CA-2019-132143,2019-09-03,First Class,OFF-PA-10002713
CA-2019-112676,2019-05-05,First Class,OFF-PA-10003971
CA-2018-149342,2018-04-20,Standard Class,OFF-PA-10001166
CA-2018-113145,2018-11-01,Standard Class,OFF-PA-10002659
CA-2020-157931,2020-09-17,Second Class,OFF-PA-10000474
CA-2018-160794,2018-08-06,First Class,OFF-PA-10004156
CA-2018-105102,2018-09-15,Second Class,OFF-PA-10002365
CA-2019-155187,2019-09-24,Second Class,OFF-PA-10000380
CA-2020-169285,2020-03-21,Standard Class,OFF-PA-10004071
CA-2020-169285,2020-03-21,Standard Class,OFF-PA-10004971
CA-2017-110639,2017-08-23,First Class,OFF-PA-10003936
CA-2017-110639,2017-08-23,First Class,OFF-PA-10004530
CA-2019-159373,2019-03-13,Standard Class,OFF-PA-10000659
CA-2020-109701,2020-12-02,First Class,OFF-PA-10003724
US-2017-148838,2017-03-17,Standard Class,OFF-PA-10002960
US-2017-148838,2017-03-17,Standard Class,OFF-PA-10000919
CA-2020-123659,2020-02-10,First Class,OFF-PA-10002464
CA-2019-159940,2019-07-07,Second Class,OFF-PA-10001609
CA-2018-148628,2018-12-06,Standard Class,OFF-PA-10003883
CA-2019-118052,2019-05-06,Standard Class,OFF-PA-10002581
US-2018-127040,2018-12-06,Standard Class,OFF-PA-10004255
US-2018-127040,2018-12-06,Standard Class,OFF-PA-10001184
CA-2018-137897,2018-11-14,Standard Class,OFF-PA-10004041
CA-2017-151295,2017-11-12,Standard Class,OFF-PA-10001947
CA-2019-155551,2019-04-18,Standard Class,OFF-PA-10001560
CA-2017-164210,2017-11-18,Second Class,OFF-PA-10002259
CA-2018-142419,2018-07-11,Second Class,OFF-PA-10001763
CA-2020-128755,2020-05-04,Standard Class,OFF-PA-10000726
CA-2020-128755,2020-05-04,Standard Class,OFF-PA-10004983
CA-2018-104514,2018-01-02,Second Class,OFF-PA-10004285
CA-2018-141040,2018-10-09,Second Class,OFF-PA-10002245
CA-2017-113579,2017-12-13,Second Class,OFF-PA-10001457
CA-2020-131618,2020-06-17,First Class,OFF-PA-10001892
CA-2019-124352,2019-10-15,Standard Class,OFF-PA-10003177
CA-2018-124541,2018-04-06,Standard Class,OFF-PA-10001526
CA-2017-108707,2017-10-24,Standard Class,OFF-PA-10000788
CA-2017-111500,2017-08-17,Standard Class,OFF-PA-10000595
US-2018-128090,2018-08-16,Standard Class,OFF-PA-10001878
CA-2019-155439,2019-09-14,Standard Class,OFF-PA-10000029
CA-2018-144288,2018-12-25,Standard Class,OFF-PA-10002787
US-2017-155502,2017-01-26,Standard Class,OFF-PA-10003072
US-2017-155502,2017-01-26,Standard Class,OFF-PA-10000380
CA-2020-149048,2020-05-13,Standard Class,OFF-PA-10001752
CA-2019-165848,2019-06-04,First Class,OFF-PA-10000349
CA-2017-127446,2017-11-25,Standard Class,OFF-PA-10000955
CA-2017-164861,2017-12-03,Second Class,OFF-PA-10001972
CA-2018-168186,2018-09-10,Standard Class,OFF-PA-10000477
CA-2020-108441,2020-06-12,Standard Class,OFF-PA-10000697
CA-2019-124051,2019-12-29,First Class,OFF-PA-10001289
CA-2017-131002,2017-09-07,Second Class,OFF-PA-10000223
CA-2020-112515,2020-09-17,Second Class,OFF-PA-10000062
CA-2019-111794,2019-10-01,First Class,OFF-PA-10000474
CA-2017-126403,2017-09-09,Second Class,OFF-PA-10001144
CA-2017-126403,2017-09-09,Second Class,OFF-PA-10004665
CA-2020-136875,2020-12-03,First Class,OFF-PA-10000357
CA-2018-153220,2018-11-12,First Class,OFF-PA-10003016
US-2019-144211,2019-08-28,Standard Class,OFF-PA-10002246
CA-2019-161662,2019-02-07,First Class,OFF-PA-10003465
CA-2017-145317,2017-03-18,Standard Class,OFF-PA-10001804
CA-2017-143413,2017-05-24,Standard Class,OFF-PA-10002319
CA-2020-155873,2020-06-16,Standard Class,OFF-PA-10001246
CA-2020-155873,2020-06-16,Standard Class,OFF-PA-10001815
CA-2018-129770,2018-02-21,Second Class,OFF-PA-10000249
CA-2018-115798,2018-11-13,Standard Class,OFF-PA-10001560
CA-2018-155306,2018-04-17,Standard Class,OFF-PA-10001184
CA-2017-129574,2017-05-26,First Class,OFF-PA-10002893
CA-2020-143455,2020-11-11,Standard Class,OFF-PA-10004451
CA-2017-125514,2017-09-21,First Class,OFF-PA-10000029
CA-2020-158743,2020-10-20,Standard Class,OFF-PA-10001019
CA-2018-159380,2018-05-12,Standard Class,OFF-PA-10003893
CA-2018-159380,2018-05-12,Standard Class,OFF-PA-10004239
CA-2018-148635,2018-07-25,Second Class,OFF-PA-10004782
CA-2018-135685,2018-11-16,Second Class,OFF-PA-10000157
US-2017-112914,2017-09-25,Standard Class,OFF-PA-10003270
CA-2019-124149,2019-04-23,First Class,OFF-PA-10002421
CA-2019-124149,2019-04-23,First Class,OFF-PA-10002923
CA-2020-110842,2020-11-11,Standard Class,OFF-PA-10000520
US-2020-135062,2020-08-31,Second Class,OFF-PA-10000100
CA-2020-107342,2020-12-17,Standard Class,OFF-PA-10001745
CA-2020-138975,2020-05-19,Standard Class,OFF-PA-10000100
CA-2020-106537,2020-08-12,Standard Class,OFF-PA-10000223
CA-2017-148040,2017-03-22,Standard Class,OFF-PA-10002581
CA-2020-102099,2020-12-18,First Class,OFF-PA-10003172
CA-2020-102099,2020-12-18,First Class,OFF-PA-10000289
CA-2020-164049,2020-11-02,Standard Class,OFF-PA-10000791
CA-2020-139913,2020-10-23,Standard Class,OFF-PA-10003739
CA-2020-139913,2020-10-23,Standard Class,OFF-PA-10002479
CA-2020-124898,2020-09-11,Standard Class,OFF-PA-10003656
CA-2019-164035,2019-06-12,Standard Class,OFF-PA-10002160
CA-2019-153577,2019-06-27,Standard Class,OFF-PA-10000575
CA-2020-121615,2020-11-03,Standard Class,OFF-PA-10000327
US-2019-169040,2019-12-06,Standard Class,OFF-PA-10001736
US-2019-169040,2019-12-06,Standard Class,OFF-PA-10000482
CA-2020-134915,2020-11-12,First Class,OFF-PA-10002160
CA-2020-143665,2020-04-26,Standard Class,OFF-PA-10003673
CA-2020-167941,2020-11-06,Second Class,OFF-PA-10001800
CA-2018-137512,2018-05-07,Standard Class,OFF-PA-10000213
CA-2018-139850,2018-06-12,Standard Class,OFF-PA-10003848
CA-2019-139269,2019-05-25,Standard Class,OFF-PA-10002893
CA-2020-134845,2020-04-17,Standard Class,OFF-PA-10002005
CA-2018-123568,2018-11-08,Standard Class,OFF-PA-10001125
CA-2018-164441,2018-11-08,Standard Class,OFF-PA-10001667
CA-2020-134173,2020-09-16,Standard Class,OFF-PA-10004355
US-2018-123960,2018-06-11,Standard Class,OFF-PA-10004451
CA-2020-149559,2020-09-11,First Class,OFF-PA-10003172
CA-2020-125290,2020-11-06,Second Class,OFF-PA-10003127
US-2020-148054,2020-10-06,Standard Class,OFF-PA-10001295
CA-2020-127621,2020-03-03,Standard Class,OFF-PA-10001307
CA-2020-106859,2020-03-13,Second Class,OFF-PA-10001534
CA-2020-106859,2020-03-13,Second Class,OFF-PA-10001815
CA-2020-101182,2020-09-04,First Class,OFF-PA-10001800
CA-2019-112123,2019-03-03,Standard Class,OFF-PA-10001977
CA-2018-114468,2018-08-23,First Class,OFF-PA-10000809
US-2020-140074,2020-03-23,Standard Class,OFF-PA-10002741
CA-2019-121671,2019-07-17,Standard Class,OFF-PA-10001471
CA-2019-121671,2019-07-17,Standard Class,OFF-PA-10001892
CA-2019-121671,2019-07-17,Standard Class,OFF-PA-10001934
CA-2019-150350,2019-08-23,Standard Class,OFF-PA-10002160
CA-2020-147564,2020-10-02,Standard Class,OFF-PA-10004438
CA-2019-120558,2019-06-07,First Class,OFF-PA-10003441
CA-2017-128986,2017-08-03,Second Class,OFF-PA-10001289
CA-2017-153969,2017-09-21,Standard Class,OFF-PA-10000327
CA-2017-153969,2017-09-21,Standard Class,OFF-PA-10002246
CA-2019-138695,2019-05-28,Standard Class,OFF-PA-10001667
CA-2020-122280,2020-09-10,First Class,OFF-PA-10004911
CA-2017-165428,2017-09-01,First Class,OFF-PA-10004100
CA-2017-164224,2017-05-18,Second Class,OFF-PA-10001526
CA-2017-158372,2017-11-10,Standard Class,OFF-PA-10002137
US-2018-137008,2018-10-02,Standard Class,OFF-PA-10001295
CA-2017-108189,2017-10-02,First Class,OFF-PA-10001838
CA-2017-151554,2017-11-14,First Class,OFF-PA-10004609
CA-2017-140662,2017-11-17,First Class,OFF-PA-10003395
CA-2017-102988,2017-04-05,Second Class,OFF-PA-10003349
US-2017-117170,2017-09-17,Standard Class,OFF-PA-10000682
US-2017-133130,2017-09-27,Standard Class,OFF-PA-10000675
CA-2017-134551,2017-12-20,Standard Class,OFF-PA-10002689
CA-2017-165309,2017-11-11,Standard Class,OFF-PA-10003724
CA-2017-165309,2017-11-11,Standard Class,OFF-PA-10001033
CA-2019-145982,2019-08-27,Second Class,OFF-PA-10000675
CA-2019-145982,2019-08-27,Second Class,OFF-PA-10002666
CA-2020-100335,2020-09-07,Standard Class,OFF-PA-10001685
US-2018-142020,2018-06-04,Second Class,OFF-PA-10004569
CA-2018-139962,2018-12-13,Standard Class,OFF-PA-10004451
CA-2017-165379,2017-07-09,Standard Class,OFF-PA-10003072
CA-2017-165379,2017-07-09,Standard Class,OFF-PA-10002245
CA-2020-142867,2020-03-17,Standard Class,OFF-PA-10004610
CA-2020-101077,2020-03-25,Second Class,OFF-PA-10004239
US-2020-131583,2020-06-10,First Class,OFF-PA-10000380
US-2020-148362,2020-07-01,Standard Class,OFF-PA-10003441
CA-2017-102274,2017-11-21,Standard Class,OFF-PA-10004359
US-2020-150847,2020-04-30,Standard Class,OFF-PA-10004451
CA-2019-100244,2019-09-20,Standard Class,OFF-PA-10001471
CA-2019-100244,2019-09-20,Standard Class,OFF-PA-10002319
CA-2019-134803,2019-05-28,Standard Class,OFF-PA-10003790
US-2020-111024,2020-07-03,Second Class,OFF-PA-10000174
US-2020-111024,2020-07-03,Second Class,OFF-PA-10002246
CA-2020-148264,2020-12-08,First Class,OFF-PA-10003651
CA-2017-158337,2017-03-11,Second Class,OFF-PA-10002137
CA-2019-158869,2019-08-06,First Class,OFF-PA-10000474
CA-2019-166485,2019-02-20,Standard Class,OFF-PA-10004996
CA-2019-165470,2019-11-25,Standard Class,OFF-PA-10004675
US-2018-147242,2018-09-10,Standard Class,OFF-PA-10003039
CA-2018-100888,2018-04-06,Standard Class,OFF-PA-10001019
CA-2020-122644,2020-11-12,Standard Class,OFF-PA-10003673
CA-2019-131289,2019-12-08,Standard Class,OFF-PA-10003363
CA-2018-157322,2018-07-02,Standard Class,OFF-PA-10000659
CA-2020-125115,2020-04-10,First Class,OFF-PA-10004101
CA-2017-166863,2017-06-20,Standard Class,OFF-PA-10001166
CA-2017-166863,2017-06-20,Standard Class,OFF-PA-10000587
CA-2020-140326,2020-09-04,First Class,OFF-PA-10004041
US-2019-113649,2019-08-09,First Class,OFF-PA-10000130
CA-2019-114482,2019-11-21,Second Class,OFF-PA-10003845
CA-2017-158771,2017-05-09,First Class,OFF-PA-10002689
CA-2020-121216,2020-12-23,Second Class,OFF-PA-10004519
CA-2019-152555,2019-03-29,Second Class,OFF-PA-10001295
CA-2020-118542,2020-12-01,Standard Class,OFF-PA-10004735
CA-2020-109757,2020-09-04,Second Class,OFF-PA-10000007
CA-2019-130029,2019-07-03,First Class,OFF-PA-10000552
US-2020-126081,2020-06-29,Standard Class,OFF-PA-10003953
CA-2018-143532,2018-03-19,Standard Class,OFF-PA-10001560
CA-2019-103163,2019-06-07,Standard Class,OFF-PA-10004000
CA-2019-104157,2019-07-25,Standard Class,OFF-PA-10004665
CA-2020-117807,2020-10-01,Standard Class,OFF-PA-10000994
CA-2017-102869,2017-09-09,Second Class,OFF-PA-10000788
CA-2017-159835,2017-11-17,Standard Class,OFF-PA-10002137
CA-2020-112956,2020-08-21,Standard Class,OFF-PA-10000357
CA-2018-110093,2018-12-03,Standard Class,OFF-PA-10000174
CA-2019-145177,2019-11-10,Standard Class,OFF-PA-10004039
CA-2019-145177,2019-11-10,Standard Class,OFF-PA-10001776
CA-2019-145177,2019-11-10,Standard Class,OFF-PA-10000682
CA-2017-146528,2017-07-25,Second Class,OFF-PA-10002195
CA-2020-109960,2020-12-09,Second Class,OFF-PA-10000349
US-2020-129777,2020-07-03,Standard Class,OFF-PA-10001970
CA-2017-129364,2017-12-08,Standard Class,OFF-PA-10001569
CA-2020-154109,2020-11-06,Standard Class,OFF-PA-10000157
CA-2020-140760,2020-06-02,Second Class,OFF-PA-10002479
CA-2018-104941,2018-06-13,Standard Class,OFF-PA-10003363
CA-2020-113670,2020-10-15,First Class,OFF-PA-10000675
CA-2017-135608,2017-12-08,Second Class,OFF-PA-10001954
CA-2020-168193,2020-03-06,Second Class,OFF-PA-10002254
CA-2019-137848,2019-01-15,Standard Class,OFF-PA-10004285
CA-2020-161956,2020-08-27,Second Class,OFF-PA-10001289
CA-2019-116799,2019-03-03,First Class,OFF-PA-10001892
CA-2020-104577,2020-05-12,Standard Class,OFF-PA-10000659
US-2017-102715,2017-04-11,Second Class,OFF-PA-10000029
CA-2020-118521,2020-02-16,Standard Class,OFF-PA-10003465
CA-2020-165204,2020-11-13,Second Class,OFF-PA-10003424
CA-2020-121314,2020-09-23,First Class,OFF-PA-10003395
CA-2019-156503,2019-10-14,Standard Class,OFF-PA-10002319
CA-2019-156503,2019-10-14,Standard Class,OFF-PA-10002377
CA-2019-152471,2019-07-08,First Class,OFF-PA-10004965
CA-2020-141873,2020-10-09,Standard Class,OFF-PA-10000069
CA-2017-100363,2017-04-08,Standard Class,OFF-PA-10004733
CA-2018-142377,2018-12-04,Standard Class,OFF-PA-10001970
CA-2018-132486,2018-10-23,Second Class,OFF-PA-10004971
CA-2019-136231,2019-09-05,Second Class,OFF-PA-10000327
CA-2018-129896,2018-06-15,Standard Class,OFF-PA-10002245
CA-2020-134285,2020-12-07,Standard Class,OFF-PA-10000304
CA-2018-121097,2018-01-03,Standard Class,OFF-PA-10001937
CA-2020-148068,2020-09-18,Standard Class,OFF-PA-10001639
US-2020-142573,2020-07-18,Standard Class,OFF-PA-10000246
CA-2020-146920,2020-08-28,Standard Class,OFF-PA-10002479
CA-2020-146920,2020-08-28,Standard Class,OFF-PA-10001461
CA-2019-162082,2019-03-14,First Class,OFF-PA-10001934
CA-2018-118955,2018-06-16,Standard Class,OFF-PA-10004156
CA-2020-160458,2020-05-27,Second Class,OFF-PA-10001166
CA-2019-133144,2019-05-16,Second Class,OFF-PA-10004971
CA-2020-167871,2020-11-18,Standard Class,OFF-PA-10001977
CA-2019-119963,2019-11-18,Standard Class,OFF-PA-10001970
CA-2020-152961,2020-01-15,Standard Class,OFF-PA-10004675
US-2018-163685,2018-06-01,Standard Class,OFF-PA-10002606
CA-2017-135090,2017-11-22,Standard Class,OFF-PA-10002245
CA-2019-167556,2019-03-29,Standard Class,OFF-PA-10000466
CA-2019-135265,2019-07-07,Second Class,OFF-PA-10002923
US-2018-168732,2018-12-10,Standard Class,OFF-PA-10000520
CA-2020-100811,2020-11-21,First Class,OFF-PA-10001204
CA-2018-165624,2018-08-23,Standard Class,OFF-PA-10002319
CA-2018-165624,2018-08-23,Standard Class,OFF-PA-10003893
CA-2018-165624,2018-08-23,Standard Class,OFF-PA-10002499
CA-2020-139311,2020-08-11,First Class,OFF-PA-10001776
CA-2019-169957,2019-09-26,Standard Class,OFF-PA-10004040
CA-2017-110786,2017-12-29,Standard Class,OFF-PA-10000528
US-2018-166520,2018-07-16,First Class,OFF-PA-10000501
CA-2017-122931,2017-09-29,Standard Class,OFF-PA-10000533
CA-2018-100685,2018-12-19,Second Class,OFF-PA-10001289
CA-2019-140417,2019-09-25,Standard Class,OFF-PA-10000380
US-2020-151316,2020-06-24,Standard Class,OFF-PA-10000327
CA-2017-116904,2017-09-23,Standard Class,OFF-PA-10004888
US-2020-102288,2020-06-19,Standard Class,OFF-PA-10000740
CA-2018-153717,2018-12-25,Standard Class,OFF-PA-10002160
CA-2018-153416,2018-11-24,Standard Class,OFF-PA-10002005
CA-2020-133823,2020-05-11,First Class,OFF-PA-10002870
CA-2018-111703,2018-07-02,Standard Class,OFF-PA-10000349
CA-2018-111703,2018-07-02,Standard Class,OFF-PA-10003349
CA-2020-100160,2020-09-07,Standard Class,OFF-PA-10003072
CA-2017-126907,2017-11-01,Standard Class,OFF-PA-10000533
CA-2018-160213,2018-03-08,Standard Class,OFF-PA-10003848
CA-2018-100216,2018-04-13,First Class,OFF-PA-10000788
CA-2018-100216,2018-04-13,First Class,OFF-PA-10002968
CA-2019-152163,2019-07-01,First Class,OFF-PA-10000788
CA-2017-128846,2017-04-07,Standard Class,OFF-PA-10000100
CA-2019-148593,2019-06-16,Second Class,OFF-PA-10001776
US-2020-136868,2020-10-06,Standard Class,OFF-PA-10002377
CA-2019-157714,2019-09-26,Second Class,OFF-PA-10004022
CA-2018-129392,2018-07-08,First Class,OFF-PA-10004248
CA-2018-143105,2018-12-10,First Class,OFF-PA-10002713
CA-2018-143105,2018-12-10,First Class,OFF-PA-10002254
CA-2017-145387,2017-10-31,Second Class,OFF-PA-10002195
CA-2020-109715,2020-12-09,Standard Class,OFF-PA-10004965
CA-2017-166457,2017-05-05,Second Class,OFF-PA-10003016
CA-2017-166457,2017-05-05,Second Class,OFF-PA-10001363
CA-2020-134565,2020-06-11,Second Class,OFF-PA-10004243
CA-2019-113803,2019-03-24,First Class,OFF-PA-10001994
CA-2020-100223,2020-07-05,Standard Class,OFF-PA-10000232
CA-2020-100223,2020-07-05,Standard Class,OFF-PA-10002195
CA-2017-168823,2017-09-21,First Class,OFF-PA-10004000
CA-2020-158673,2020-12-29,Standard Class,OFF-PA-10000994
CA-2019-159142,2019-04-04,First Class,OFF-PA-10001776
CA-2020-163160,2020-10-13,First Class,OFF-PA-10003127
CA-2017-166989,2017-11-14,Standard Class,OFF-PA-10004470
US-2018-117184,2018-05-17,Standard Class,OFF-PA-10002250
CA-2020-129021,2020-08-23,Second Class,OFF-PA-10000241
CA-2020-129021,2020-08-23,Second Class,OFF-PA-10000141
CA-2017-125829,2017-11-04,Standard Class,OFF-PA-10000223
