order_id,order_date,on_truck_scan_date,ship_mode
CA-2019-121601,2019-10-04,2019-10-04,Express
US-2019-101497,2019-09-29,2019-10-04,Standard Processing
CA-2019-106621,2019-09-29,2019-10-04,Standard Processing
US-2019-110170,2019-09-27,2019-10-04,Standard Processing
CA-2019-163202,2019-09-27,2019-10-04,Standard Processing
CA-2019-140249,2019-09-27,2019-10-04,Standard Processing
US-2019-115952,2019-10-06,2019-10-07,Express
CA-2019-108616,2019-09-29,2019-10-07,Standard Processing
CA-2019-108616,2019-09-29,2019-10-07,Standard Processing
CA-2019-108616,2019-09-29,2019-10-07,Standard Processing
CA-2019-138037,2019-09-29,2019-10-07,Standard Processing
CA-2019-108056,2019-09-29,2019-10-07,Standard Processing
CA-2019-125794,2019-09-29,2019-10-07,Standard Processing
CA-2019-106243,2019-09-30,2019-10-07,Standard Processing
US-2019-157490,2019-10-06,2019-10-09,Express
US-2019-157490,2019-10-06,2019-10-09,Express
US-2019-157490,2019-10-06,2019-10-09,Express
US-2019-157490,2019-10-06,2019-10-09,Express
CA-2019-127649,2019-10-07,2019-10-09,Express
US-2019-162026,2019-10-08,2019-10-09,Express
CA-2019-116918,2019-10-01,2019-10-09,Standard Processing
CA-2019-116918,2019-10-01,2019-10-09,Standard Processing
CA-2019-140634,2019-10-03,2019-10-09,Standard Processing
CA-2019-139157,2019-10-01,2019-10-09,Standard Processing
CA-2019-134376,2019-10-02,2019-10-09,Standard Processing
CA-2019-144939,2019-10-03,2019-10-09,Standard Processing
CA-2019-103919,2019-10-03,2019-10-09,Standard Processing
CA-2019-101672,2019-10-03,2019-10-09,Standard Processing
CA-2019-101672,2019-10-03,2019-10-09,Standard Processing
CA-2019-101672,2019-10-03,2019-10-09,Standard Processing
CA-2019-101672,2019-10-03,2019-10-09,Standard Processing
US-2019-140158,2019-10-04,2019-10-09,Standard Processing
US-2019-140158,2019-10-04,2019-10-09,Standard Processing
US-2019-140158,2019-10-04,2019-10-09,Standard Processing
CA-2019-145709,2019-10-04,2019-10-09,Standard Processing
CA-2019-145709,2019-10-04,2019-10-09,Standard Processing
CA-2019-163216,2019-10-07,2019-10-11,Express
CA-2019-118689,2019-10-02,2019-10-11,Standard Processing
CA-2019-118689,2019-10-02,2019-10-11,Standard Processing
CA-2019-118689,2019-10-02,2019-10-11,Standard Processing
CA-2019-118689,2019-10-02,2019-10-11,Standard Processing
CA-2019-118689,2019-10-02,2019-10-11,Standard Processing
CA-2019-131296,2019-10-04,2019-10-11,Standard Processing
CA-2019-157707,2019-10-10,2019-10-15,Express
CA-2019-157707,2019-10-10,2019-10-15,Express
CA-2019-157707,2019-10-10,2019-10-15,Express
CA-2019-126627,2019-10-10,2019-10-15,Express
CA-2019-126627,2019-10-10,2019-10-15,Express
US-2019-128909,2019-10-09,2019-10-15,Standard Processing
US-2019-128909,2019-10-09,2019-10-15,Standard Processing
CA-2019-139808,2019-10-07,2019-10-15,Standard Processing
CA-2019-162614,2019-10-07,2019-10-16,Standard Processing
CA-2019-155033,2019-10-07,2019-10-16,Standard Processing
US-2019-126844,2019-10-08,2019-10-16,Standard Processing
CA-2019-149685,2019-10-08,2019-10-16,Standard Processing
CA-2019-135636,2019-10-08,2019-10-16,Standard Processing
CA-2019-116974,2019-10-09,2019-10-16,Standard Processing
CA-2019-114748,2019-10-09,2019-10-16,Standard Processing
CA-2019-114748,2019-10-09,2019-10-16,Standard Processing
US-2019-150357,2019-10-10,2019-10-16,Standard Processing
US-2019-150357,2019-10-10,2019-10-16,Standard Processing
CA-2019-113390,2019-10-11,2019-10-16,Standard Processing
CA-2019-113390,2019-10-11,2019-10-16,Standard Processing
CA-2019-141586,2019-10-17,2019-10-21,Express
CA-2019-152688,2019-10-17,2019-10-21,Express
CA-2019-152688,2019-10-17,2019-10-21,Express
CA-2019-155516,2019-10-21,2019-10-21,Express
CA-2019-155516,2019-10-21,2019-10-21,Express
CA-2019-155516,2019-10-21,2019-10-21,Express
CA-2019-155516,2019-10-21,2019-10-21,Express
US-2019-100839,2019-10-13,2019-10-21,Standard Processing
US-2019-100839,2019-10-13,2019-10-21,Standard Processing
US-2019-108098,2019-10-14,2019-10-21,Standard Processing
CA-2019-113607,2019-10-14,2019-10-21,Standard Processing
CA-2019-113607,2019-10-14,2019-10-21,Standard Processing
CA-2019-168921,2019-10-20,2019-10-23,Express
CA-2019-111493,2019-10-21,2019-10-23,Express
CA-2019-169887,2019-10-22,2019-10-23,Express
CA-2019-169887,2019-10-22,2019-10-23,Express
CA-2019-169887,2019-10-22,2019-10-23,Express
CA-2019-147256,2019-10-17,2019-10-23,Standard Processing
CA-2019-147256,2019-10-17,2019-10-23,Standard Processing
CA-2019-145583,2019-10-13,2019-10-23,Standard Processing
CA-2019-145583,2019-10-13,2019-10-23,Standard Processing
CA-2019-145583,2019-10-13,2019-10-23,Standard Processing
CA-2019-145583,2019-10-13,2019-10-23,Standard Processing
CA-2019-145583,2019-10-13,2019-10-23,Standard Processing
CA-2019-145583,2019-10-13,2019-10-23,Standard Processing
CA-2019-145583,2019-10-13,2019-10-23,Standard Processing
CA-2019-154018,2019-10-13,2019-10-23,Standard Processing
CA-2019-154018,2019-10-13,2019-10-23,Standard Processing
CA-2019-154018,2019-10-13,2019-10-23,Standard Processing
CA-2019-154018,2019-10-13,2019-10-23,Standard Processing
CA-2019-154018,2019-10-13,2019-10-23,Standard Processing
CA-2019-101161,2019-10-13,2019-10-23,Standard Processing
CA-2019-101161,2019-10-13,2019-10-23,Standard Processing
CA-2019-101161,2019-10-13,2019-10-23,Standard Processing
CA-2019-101161,2019-10-13,2019-10-23,Standard Processing
CA-2019-101161,2019-10-13,2019-10-23,Standard Processing
CA-2019-156503,2019-10-14,2019-10-23,Standard Processing
CA-2019-156503,2019-10-14,2019-10-23,Standard Processing
CA-2019-156503,2019-10-14,2019-10-23,Standard Processing
CA-2019-156503,2019-10-14,2019-10-23,Standard Processing
CA-2019-156503,2019-10-14,2019-10-23,Standard Processing
CA-2019-156503,2019-10-14,2019-10-23,Standard Processing
CA-2019-125220,2019-10-14,2019-10-23,Standard Processing
CA-2019-125738,2019-10-15,2019-10-23,Standard Processing
CA-2019-125738,2019-10-15,2019-10-23,Standard Processing
CA-2019-125738,2019-10-15,2019-10-23,Standard Processing
CA-2019-125738,2019-10-15,2019-10-23,Standard Processing
CA-2019-124352,2019-10-15,2019-10-23,Standard Processing
CA-2019-124352,2019-10-15,2019-10-23,Standard Processing
CA-2019-124352,2019-10-15,2019-10-23,Standard Processing
CA-2019-124352,2019-10-15,2019-10-23,Standard Processing
CA-2019-124352,2019-10-15,2019-10-23,Standard Processing
CA-2019-124352,2019-10-15,2019-10-23,Standard Processing
CA-2019-142097,2019-10-15,2019-10-23,Standard Processing
CA-2019-142097,2019-10-15,2019-10-23,Standard Processing
CA-2019-142097,2019-10-15,2019-10-23,Standard Processing
CA-2019-132066,2019-10-16,2019-10-23,Standard Processing
CA-2019-163972,2019-10-17,2019-10-23,Standard Processing
US-2019-159856,2019-10-18,2019-10-23,Standard Processing
CA-2019-106341,2019-10-20,2019-10-25,Express
CA-2019-165148,2019-10-22,2019-10-25,Express
US-2019-116400,2019-10-22,2019-10-25,Express
CA-2019-166275,2019-10-24,2019-10-25,Express
CA-2019-169334,2019-10-21,2019-10-25,Standard Processing
CA-2019-153318,2019-10-25,2019-10-28,Express
CA-2019-144344,2019-10-28,2019-10-28,Express
CA-2019-144344,2019-10-28,2019-10-28,Express
CA-2019-144344,2019-10-28,2019-10-28,Express
CA-2019-144344,2019-10-28,2019-10-28,Express
CA-2019-120369,2019-10-28,2019-10-28,Express
CA-2019-133697,2019-10-20,2019-10-28,Standard Processing
CA-2019-133697,2019-10-20,2019-10-28,Standard Processing
CA-2019-133697,2019-10-20,2019-10-28,Standard Processing
CA-2019-144729,2019-10-21,2019-10-28,Standard Processing
CA-2019-166373,2019-10-21,2019-10-28,Standard Processing
CA-2019-134775,2019-10-28,2019-10-30,Express
CA-2019-134775,2019-10-28,2019-10-30,Express
CA-2019-138478,2019-10-21,2019-10-30,Standard Processing
CA-2019-138478,2019-10-21,2019-10-30,Standard Processing
CA-2019-138478,2019-10-21,2019-10-30,Standard Processing
CA-2019-121748,2019-10-24,2019-10-30,Standard Processing
CA-2019-121748,2019-10-24,2019-10-30,Standard Processing
CA-2019-160220,2019-10-20,2019-10-30,Standard Processing
CA-2019-160220,2019-10-20,2019-10-30,Standard Processing
CA-2019-160220,2019-10-20,2019-10-30,Standard Processing
CA-2019-105753,2019-10-20,2019-10-30,Standard Processing
CA-2019-139549,2019-10-20,2019-10-30,Standard Processing
CA-2019-112340,2019-10-21,2019-10-30,Standard Processing
CA-2019-151169,2019-10-21,2019-10-30,Standard Processing
CA-2019-133669,2019-10-21,2019-10-30,Standard Processing
CA-2019-125080,2019-10-21,2019-10-30,Standard Processing
CA-2019-161746,2019-10-21,2019-10-30,Standard Processing
CA-2019-161746,2019-10-21,2019-10-30,Standard Processing
CA-2019-161746,2019-10-21,2019-10-30,Standard Processing
CA-2019-161746,2019-10-21,2019-10-30,Standard Processing
CA-2019-136322,2019-10-21,2019-10-30,Standard Processing
CA-2019-136322,2019-10-21,2019-10-30,Standard Processing
CA-2019-132661,2019-10-23,2019-10-30,Standard Processing
CA-2019-165484,2019-10-23,2019-10-30,Standard Processing
CA-2019-165484,2019-10-23,2019-10-30,Standard Processing
CA-2019-151323,2019-10-23,2019-10-30,Standard Processing
CA-2019-158925,2019-10-24,2019-10-30,Standard Processing
CA-2019-118311,2019-10-24,2019-10-30,Standard Processing
CA-2019-146682,2019-10-29,2019-11-01,Express
CA-2019-121020,2019-10-24,2019-11-01,Standard Processing
CA-2019-100671,2019-11-01,2019-11-04,Express
CA-2019-143308,2019-11-04,2019-11-04,Express
CA-2019-146766,2019-11-04,2019-11-04,Express
CA-2019-125815,2019-10-28,2019-11-04,Standard Processing
US-2019-131912,2019-10-29,2019-11-04,Standard Processing
US-2019-117387,2019-10-27,2019-11-04,Standard Processing
CA-2019-116596,2019-10-27,2019-11-04,Standard Processing
CA-2019-116596,2019-10-27,2019-11-04,Standard Processing
CA-2019-116596,2019-10-27,2019-11-04,Standard Processing
CA-2019-116596,2019-10-27,2019-11-04,Standard Processing
CA-2019-130162,2019-10-28,2019-11-04,Standard Processing
CA-2019-130162,2019-10-28,2019-11-04,Standard Processing
CA-2019-159023,2019-11-03,2019-11-06,Express
CA-2019-159023,2019-11-03,2019-11-06,Express
CA-2019-166443,2019-11-04,2019-11-06,Express
CA-2019-143441,2019-11-05,2019-11-06,Express
CA-2019-120873,2019-10-27,2019-11-06,Standard Processing
US-2019-142251,2019-10-31,2019-11-06,Standard Processing
CA-2019-152632,2019-10-27,2019-11-06,Standard Processing
CA-2019-156811,2019-10-27,2019-11-06,Standard Processing
CA-2019-156811,2019-10-27,2019-11-06,Standard Processing
CA-2019-142545,2019-10-28,2019-11-06,Standard Processing
CA-2019-142545,2019-10-28,2019-11-06,Standard Processing
CA-2019-142545,2019-10-28,2019-11-06,Standard Processing
CA-2019-142545,2019-10-28,2019-11-06,Standard Processing
CA-2019-142545,2019-10-28,2019-11-06,Standard Processing
US-2019-144393,2019-10-28,2019-11-06,Standard Processing
CA-2019-140641,2019-10-28,2019-11-06,Standard Processing
CA-2019-112389,2019-10-29,2019-11-06,Standard Processing
CA-2019-112389,2019-10-29,2019-11-06,Standard Processing
CA-2019-167290,2019-10-30,2019-11-06,Standard Processing
CA-2019-153836,2019-10-30,2019-11-06,Standard Processing
CA-2019-153836,2019-10-30,2019-11-06,Standard Processing
CA-2019-105291,2019-10-30,2019-11-06,Standard Processing
CA-2019-144218,2019-10-31,2019-11-06,Standard Processing
CA-2019-140130,2019-10-31,2019-11-06,Standard Processing
CA-2019-140130,2019-10-31,2019-11-06,Standard Processing
CA-2019-140130,2019-10-31,2019-11-06,Standard Processing
CA-2019-140130,2019-10-31,2019-11-06,Standard Processing
CA-2019-146913,2019-10-31,2019-11-06,Standard Processing
CA-2019-159212,2019-11-01,2019-11-06,Standard Processing
CA-2019-159212,2019-11-01,2019-11-06,Standard Processing
CA-2019-114972,2019-11-03,2019-11-08,Express
CA-2019-114972,2019-11-03,2019-11-08,Express
CA-2019-114972,2019-11-03,2019-11-08,Express
CA-2019-114972,2019-11-03,2019-11-08,Express
CA-2019-148908,2019-11-05,2019-11-08,Express
CA-2019-157280,2019-11-05,2019-11-08,Express
CA-2019-157280,2019-11-05,2019-11-08,Express
CA-2019-157280,2019-11-05,2019-11-08,Express
CA-2019-163328,2019-11-04,2019-11-08,Standard Processing
CA-2019-163328,2019-11-04,2019-11-08,Standard Processing
CA-2019-163328,2019-11-04,2019-11-08,Standard Processing
CA-2019-163328,2019-11-04,2019-11-08,Standard Processing
CA-2019-163328,2019-11-04,2019-11-08,Standard Processing
CA-2019-163328,2019-11-04,2019-11-08,Standard Processing
CA-2019-162236,2019-11-04,2019-11-08,Standard Processing
CA-2019-162236,2019-11-04,2019-11-08,Standard Processing
CA-2019-162236,2019-11-04,2019-11-08,Standard Processing
CA-2019-144092,2019-11-05,2019-11-08,Standard Processing
CA-2019-144092,2019-11-05,2019-11-08,Standard Processing
CA-2019-144092,2019-11-05,2019-11-08,Standard Processing
CA-2019-119165,2019-10-31,2019-11-08,Standard Processing
CA-2019-129196,2019-11-01,2019-11-08,Standard Processing
US-2019-153815,2019-11-06,2019-11-12,Express
US-2019-153815,2019-11-06,2019-11-12,Express
US-2019-153815,2019-11-06,2019-11-12,Express
US-2019-153815,2019-11-06,2019-11-12,Express
CA-2019-161669,2019-11-07,2019-11-12,Express
CA-2019-161669,2019-11-07,2019-11-12,Express
CA-2019-161669,2019-11-07,2019-11-12,Express
CA-2019-161669,2019-11-07,2019-11-12,Express
US-2019-139388,2019-11-07,2019-11-12,Express
CA-2019-132997,2019-11-07,2019-11-12,Express
CA-2019-132997,2019-11-07,2019-11-12,Express
CA-2019-132997,2019-11-07,2019-11-12,Express
CA-2019-132997,2019-11-07,2019-11-12,Express
CA-2019-132997,2019-11-07,2019-11-12,Express
CA-2019-163755,2019-11-04,2019-11-12,Standard Processing
CA-2019-127250,2019-11-03,2019-11-12,Standard Processing
CA-2019-134180,2019-11-03,2019-11-12,Standard Processing
CA-2019-134180,2019-11-03,2019-11-12,Standard Processing
CA-2019-119018,2019-11-04,2019-11-12,Standard Processing
CA-2019-119018,2019-11-04,2019-11-12,Standard Processing
CA-2019-119018,2019-11-04,2019-11-12,Standard Processing
CA-2019-158260,2019-11-04,2019-11-12,Standard Processing
US-2019-111563,2019-11-04,2019-11-12,Standard Processing
US-2019-111563,2019-11-04,2019-11-12,Standard Processing
CA-2019-105494,2019-11-10,2019-11-13,Express
CA-2019-105494,2019-11-10,2019-11-13,Express
CA-2019-163384,2019-11-10,2019-11-13,Express
CA-2019-163384,2019-11-10,2019-11-13,Express
US-2019-136581,2019-11-10,2019-11-13,Express
CA-2019-140935,2019-11-10,2019-11-13,Express
CA-2019-140935,2019-11-10,2019-11-13,Express
CA-2019-149349,2019-11-12,2019-11-13,Express
CA-2019-168893,2019-11-03,2019-11-13,Standard Processing
CA-2019-168893,2019-11-03,2019-11-13,Standard Processing
CA-2019-168893,2019-11-03,2019-11-13,Standard Processing
CA-2019-168893,2019-11-03,2019-11-13,Standard Processing
CA-2019-168893,2019-11-03,2019-11-13,Standard Processing
US-2019-125969,2019-11-06,2019-11-13,Standard Processing
US-2019-125969,2019-11-06,2019-11-13,Standard Processing
CA-2019-109925,2019-11-06,2019-11-13,Standard Processing
CA-2019-152156,2019-11-08,2019-11-13,Standard Processing
CA-2019-152156,2019-11-08,2019-11-13,Standard Processing
CA-2019-128867,2019-11-03,2019-11-13,Standard Processing
CA-2019-128867,2019-11-03,2019-11-13,Standard Processing
CA-2019-109365,2019-11-03,2019-11-13,Standard Processing
CA-2019-109365,2019-11-03,2019-11-13,Standard Processing
CA-2019-109365,2019-11-03,2019-11-13,Standard Processing
CA-2019-109365,2019-11-03,2019-11-13,Standard Processing
CA-2019-109365,2019-11-03,2019-11-13,Standard Processing
CA-2019-109365,2019-11-03,2019-11-13,Standard Processing
CA-2019-109365,2019-11-03,2019-11-13,Standard Processing
CA-2019-160136,2019-11-03,2019-11-13,Standard Processing
CA-2019-165827,2019-11-04,2019-11-13,Standard Processing
CA-2019-140207,2019-11-05,2019-11-13,Standard Processing
US-2019-106677,2019-11-05,2019-11-13,Standard Processing
US-2019-131611,2019-11-05,2019-11-13,Standard Processing
US-2019-131611,2019-11-05,2019-11-13,Standard Processing
US-2019-131611,2019-11-05,2019-11-13,Standard Processing
US-2019-131611,2019-11-05,2019-11-13,Standard Processing
US-2019-131611,2019-11-05,2019-11-13,Standard Processing
US-2019-165078,2019-11-05,2019-11-13,Standard Processing
US-2019-165078,2019-11-05,2019-11-13,Standard Processing
US-2019-165078,2019-11-05,2019-11-13,Standard Processing
CA-2019-125094,2019-11-05,2019-11-13,Standard Processing
CA-2019-113817,2019-11-07,2019-11-13,Standard Processing
CA-2019-147585,2019-11-07,2019-11-13,Standard Processing
CA-2019-144554,2019-11-07,2019-11-13,Standard Processing
CA-2019-164896,2019-11-07,2019-11-13,Standard Processing
CA-2019-152247,2019-11-07,2019-11-13,Standard Processing
CA-2019-116337,2019-11-07,2019-11-13,Standard Processing
CA-2019-116337,2019-11-07,2019-11-13,Standard Processing
CA-2019-116379,2019-11-07,2019-11-13,Standard Processing
CA-2019-138233,2019-11-09,2019-11-13,Standard Processing
CA-2019-152940,2019-11-10,2019-11-15,Express
CA-2019-164399,2019-11-12,2019-11-15,Express
CA-2019-164399,2019-11-12,2019-11-15,Express
US-2019-112970,2019-11-14,2019-11-15,Express
CA-2019-130820,2019-11-15,2019-11-15,Express
CA-2019-115588,2019-11-10,2019-11-15,Standard Processing
CA-2019-115588,2019-11-10,2019-11-15,Standard Processing
CA-2019-158694,2019-11-10,2019-11-15,Standard Processing
CA-2019-158694,2019-11-10,2019-11-15,Standard Processing
CA-2019-158694,2019-11-10,2019-11-15,Standard Processing
CA-2019-158694,2019-11-10,2019-11-15,Standard Processing
CA-2019-158694,2019-11-10,2019-11-15,Standard Processing
CA-2019-158694,2019-11-10,2019-11-15,Standard Processing
CA-2019-158694,2019-11-10,2019-11-15,Standard Processing
CA-2019-168830,2019-11-07,2019-11-15,Standard Processing
CA-2019-118759,2019-11-14,2019-11-18,Express
CA-2019-118759,2019-11-14,2019-11-18,Express
CA-2019-108630,2019-11-18,2019-11-18,Express
CA-2019-152170,2019-11-12,2019-11-18,Standard Processing
CA-2019-152170,2019-11-12,2019-11-18,Standard Processing
CA-2019-152170,2019-11-12,2019-11-18,Standard Processing
CA-2019-152170,2019-11-12,2019-11-18,Standard Processing
CA-2019-152170,2019-11-12,2019-11-18,Standard Processing
CA-2019-145177,2019-11-10,2019-11-18,Standard Processing
CA-2019-145177,2019-11-10,2019-11-18,Standard Processing
CA-2019-145177,2019-11-10,2019-11-18,Standard Processing
CA-2019-145177,2019-11-10,2019-11-18,Standard Processing
CA-2019-145177,2019-11-10,2019-11-18,Standard Processing
CA-2019-145177,2019-11-10,2019-11-18,Standard Processing
CA-2019-145177,2019-11-10,2019-11-18,Standard Processing
CA-2019-145177,2019-11-10,2019-11-18,Standard Processing
CA-2019-145177,2019-11-10,2019-11-18,Standard Processing
US-2019-144547,2019-11-10,2019-11-18,Standard Processing
CA-2019-119935,2019-11-10,2019-11-18,Standard Processing
CA-2019-119935,2019-11-10,2019-11-18,Standard Processing
CA-2019-125164,2019-11-10,2019-11-18,Standard Processing
CA-2019-125164,2019-11-10,2019-11-18,Standard Processing
CA-2019-127761,2019-11-10,2019-11-18,Standard Processing
CA-2019-127761,2019-11-10,2019-11-18,Standard Processing
CA-2019-131968,2019-11-11,2019-11-18,Standard Processing
CA-2019-131968,2019-11-11,2019-11-18,Standard Processing
CA-2019-103128,2019-11-11,2019-11-18,Standard Processing
CA-2019-124527,2019-11-16,2019-11-20,Express
CA-2019-134110,2019-11-17,2019-11-20,Express
CA-2019-134110,2019-11-17,2019-11-20,Express
CA-2019-118500,2019-11-17,2019-11-20,Express
CA-2019-130799,2019-11-11,2019-11-20,Standard Processing
CA-2019-131065,2019-11-14,2019-11-20,Standard Processing
CA-2019-131065,2019-11-14,2019-11-20,Standard Processing
CA-2019-131065,2019-11-14,2019-11-20,Standard Processing
CA-2019-121370,2019-11-14,2019-11-20,Standard Processing
CA-2019-121370,2019-11-14,2019-11-20,Standard Processing
CA-2019-121370,2019-11-14,2019-11-20,Standard Processing
CA-2019-146633,2019-11-15,2019-11-20,Standard Processing
CA-2019-146633,2019-11-15,2019-11-20,Standard Processing
CA-2019-137736,2019-11-10,2019-11-20,Standard Processing
CA-2019-162348,2019-11-10,2019-11-20,Standard Processing
CA-2019-124667,2019-11-11,2019-11-20,Standard Processing
CA-2019-124667,2019-11-11,2019-11-20,Standard Processing
CA-2019-124506,2019-11-11,2019-11-20,Standard Processing
CA-2019-124506,2019-11-11,2019-11-20,Standard Processing
CA-2019-139878,2019-11-11,2019-11-20,Standard Processing
CA-2019-145548,2019-11-11,2019-11-20,Standard Processing
CA-2019-145548,2019-11-11,2019-11-20,Standard Processing
CA-2019-145548,2019-11-11,2019-11-20,Standard Processing
CA-2019-145548,2019-11-11,2019-11-20,Standard Processing
CA-2019-145548,2019-11-11,2019-11-20,Standard Processing
CA-2019-145548,2019-11-11,2019-11-20,Standard Processing
CA-2019-116722,2019-11-11,2019-11-20,Standard Processing
CA-2019-116722,2019-11-11,2019-11-20,Standard Processing
CA-2019-116722,2019-11-11,2019-11-20,Standard Processing
US-2019-164196,2019-11-11,2019-11-20,Standard Processing
CA-2019-134348,2019-11-12,2019-11-20,Standard Processing
CA-2019-134348,2019-11-12,2019-11-20,Standard Processing
CA-2019-134348,2019-11-12,2019-11-20,Standard Processing
CA-2019-124590,2019-11-12,2019-11-20,Standard Processing
CA-2019-124590,2019-11-12,2019-11-20,Standard Processing
CA-2019-124590,2019-11-12,2019-11-20,Standard Processing
CA-2019-124590,2019-11-12,2019-11-20,Standard Processing
CA-2019-124590,2019-11-12,2019-11-20,Standard Processing
CA-2019-155488,2019-11-13,2019-11-20,Standard Processing
CA-2019-121958,2019-11-13,2019-11-20,Standard Processing
CA-2019-149461,2019-11-13,2019-11-20,Standard Processing
CA-2019-118570,2019-11-13,2019-11-20,Standard Processing
US-2019-162103,2019-11-13,2019-11-20,Standard Processing
CA-2019-101336,2019-11-13,2019-11-20,Standard Processing
CA-2019-101336,2019-11-13,2019-11-20,Standard Processing
CA-2019-101336,2019-11-13,2019-11-20,Standard Processing
CA-2019-101336,2019-11-13,2019-11-20,Standard Processing
CA-2019-128972,2019-11-13,2019-11-20,Standard Processing
US-2019-113677,2019-11-13,2019-11-20,Standard Processing
US-2019-113677,2019-11-13,2019-11-20,Standard Processing
CA-2019-147683,2019-11-13,2019-11-20,Standard Processing
CA-2019-149482,2019-11-14,2019-11-20,Standard Processing
CA-2019-134691,2019-11-14,2019-11-20,Standard Processing
US-2019-144351,2019-11-14,2019-11-20,Standard Processing
CA-2019-166618,2019-11-14,2019-11-20,Standard Processing
CA-2019-166618,2019-11-14,2019-11-20,Standard Processing
CA-2019-148740,2019-11-15,2019-11-20,Standard Processing
CA-2019-111143,2019-11-19,2019-11-22,Express
CA-2019-157364,2019-11-19,2019-11-22,Express
CA-2019-109820,2019-11-20,2019-11-22,Express
CA-2019-109820,2019-11-20,2019-11-22,Express
CA-2019-109820,2019-11-20,2019-11-22,Express
CA-2019-113425,2019-11-21,2019-11-22,Express
US-2019-138408,2019-11-18,2019-11-22,Standard Processing
US-2019-117541,2019-11-14,2019-11-22,Standard Processing
US-2019-117541,2019-11-14,2019-11-22,Standard Processing
CA-2019-160129,2019-11-23,2019-11-25,Express
CA-2019-160129,2019-11-23,2019-11-25,Express
CA-2019-160129,2019-11-23,2019-11-25,Express
CA-2019-105963,2019-11-15,2019-11-25,Standard Processing
CA-2019-154508,2019-11-16,2019-11-25,Standard Processing
CA-2019-119963,2019-11-18,2019-11-25,Standard Processing
CA-2019-119963,2019-11-18,2019-11-25,Standard Processing
CA-2019-119963,2019-11-18,2019-11-25,Standard Processing
CA-2019-119963,2019-11-18,2019-11-25,Standard Processing
CA-2019-166226,2019-11-18,2019-11-25,Standard Processing
CA-2019-166226,2019-11-18,2019-11-25,Standard Processing
CA-2019-103464,2019-11-18,2019-11-25,Standard Processing
CA-2019-124485,2019-11-24,2019-11-27,Express
CA-2019-124485,2019-11-24,2019-11-27,Express
CA-2019-124485,2019-11-24,2019-11-27,Express
CA-2019-124485,2019-11-24,2019-11-27,Express
CA-2019-125661,2019-11-24,2019-11-27,Express
CA-2019-125661,2019-11-24,2019-11-27,Express
CA-2019-115378,2019-11-18,2019-11-27,Standard Processing
CA-2019-110772,2019-11-20,2019-11-27,Standard Processing
CA-2019-110772,2019-11-20,2019-11-27,Standard Processing
CA-2019-110772,2019-11-20,2019-11-27,Standard Processing
CA-2019-110772,2019-11-20,2019-11-27,Standard Processing
CA-2019-114482,2019-11-21,2019-11-27,Standard Processing
CA-2019-114482,2019-11-21,2019-11-27,Standard Processing
CA-2019-150658,2019-11-17,2019-11-27,Standard Processing
CA-2019-136812,2019-11-18,2019-11-27,Standard Processing
CA-2019-158575,2019-11-18,2019-11-27,Standard Processing
CA-2019-164511,2019-11-19,2019-11-27,Standard Processing
CA-2019-164511,2019-11-19,2019-11-27,Standard Processing
CA-2019-164511,2019-11-19,2019-11-27,Standard Processing
US-2019-110156,2019-11-19,2019-11-27,Standard Processing
US-2019-110156,2019-11-19,2019-11-27,Standard Processing
US-2019-110156,2019-11-19,2019-11-27,Standard Processing
US-2019-110156,2019-11-19,2019-11-27,Standard Processing
US-2019-110156,2019-11-19,2019-11-27,Standard Processing
US-2019-110156,2019-11-19,2019-11-27,Standard Processing
US-2019-110156,2019-11-19,2019-11-27,Standard Processing
US-2019-110156,2019-11-19,2019-11-27,Standard Processing
CA-2019-113138,2019-11-19,2019-11-27,Standard Processing
CA-2019-113138,2019-11-19,2019-11-27,Standard Processing
CA-2019-130778,2019-11-19,2019-11-27,Standard Processing
CA-2019-130778,2019-11-19,2019-11-27,Standard Processing
CA-2019-126858,2019-11-19,2019-11-27,Standard Processing
CA-2019-114104,2019-11-20,2019-11-27,Standard Processing
CA-2019-114104,2019-11-20,2019-11-27,Standard Processing
CA-2019-100041,2019-11-20,2019-11-27,Standard Processing
CA-2019-100041,2019-11-20,2019-11-27,Standard Processing
CA-2019-100041,2019-11-20,2019-11-27,Standard Processing
CA-2019-107790,2019-11-20,2019-11-27,Standard Processing
CA-2019-121356,2019-11-20,2019-11-27,Standard Processing
CA-2019-113845,2019-11-20,2019-11-27,Standard Processing
CA-2019-113845,2019-11-20,2019-11-27,Standard Processing
CA-2019-113845,2019-11-20,2019-11-27,Standard Processing
CA-2019-142615,2019-11-20,2019-11-27,Standard Processing
US-2019-114293,2019-11-21,2019-11-27,Standard Processing
CA-2019-140018,2019-11-21,2019-11-27,Standard Processing
CA-2019-140018,2019-11-21,2019-11-27,Standard Processing
CA-2019-140018,2019-11-21,2019-11-27,Standard Processing
CA-2019-146157,2019-11-21,2019-11-27,Standard Processing
CA-2019-146157,2019-11-21,2019-11-27,Standard Processing
CA-2019-146157,2019-11-21,2019-11-27,Standard Processing
CA-2019-152646,2019-11-21,2019-11-27,Standard Processing
CA-2019-154711,2019-11-22,2019-11-27,Standard Processing
CA-2019-154711,2019-11-22,2019-11-27,Standard Processing
CA-2019-154711,2019-11-22,2019-11-27,Standard Processing
CA-2019-131576,2019-11-22,2019-11-27,Standard Processing
CA-2019-163573,2019-11-24,2019-11-29,Express
US-2019-119298,2019-11-25,2019-11-29,Express
